snr_db,ber
0,1.516850e-01
1,1.266050e-01
2,1.028250e-01
3,8.185000e-02
4,6.331500e-02
5,4.899000e-02
6,3.713000e-02
7,2.800000e-02
8,2.139500e-02
9,1.730000e-02
10,1.385000e-02
11,1.198000e-02
12,1.032500e-02
13,9.235000e-03
14,8.335000e-03
15,7.620000e-03
16,7.135000e-03
17,7.035000e-03
18,6.620000e-03
