snr_db,ber
2,2.370000e-01
3,2.188000e-01
4,1.932000e-01
5,1.740750e-01
6,1.574750e-01
7,1.373250e-01
8,1.250250e-01
9,1.093000e-01
10,1.014000e-01
11,9.210000e-02
12,8.652500e-02
13,8.050000e-02
14,7.647500e-02
15,7.440000e-02
16,7.067500e-02
17,7.012500e-02
18,6.932500e-02
