snr_db,ber
2,3.143000e-01
3,2.975000e-01
4,2.715750e-01
5,2.497250e-01
6,2.325500e-01
7,2.112250e-01
8,1.917500e-01
9,1.723750e-01
10,1.565500e-01
11,1.408500e-01
12,1.297750e-01
13,1.164750e-01
14,1.070250e-01
15,9.917500e-02
16,9.012500e-02
17,8.440000e-02
18,7.980000e-02
