snr_db,ber
0,1.459500e-01
1,1.224250e-01
2,1.004500e-01
3,8.058500e-02
4,6.292000e-02
5,4.884500e-02
6,3.697000e-02
7,2.812000e-02
8,2.184000e-02
9,1.712500e-02
10,1.355500e-02
11,1.081500e-02
12,9.300000e-03
13,8.060000e-03
14,7.090000e-03
15,6.665000e-03
16,6.235000e-03
17,5.995000e-03
18,5.610000e-03
