snr_db,ber
2,1.556700e-01
3,1.319350e-01
4,1.087800e-01
5,8.862500e-02
6,7.076500e-02
7,5.446000e-02
8,4.148500e-02
9,3.071500e-02
10,2.255000e-02
11,1.607000e-02
12,1.142000e-02
13,7.580000e-03
14,5.140000e-03
15,3.740000e-03
16,2.635000e-03
17,1.955000e-03
18,1.370000e-03
