snr_db,ber
2,2.125250e-01
3,1.877000e-01
4,1.641000e-01
5,1.348250e-01
6,1.116250e-01
7,9.305000e-02
8,7.177500e-02
9,5.635000e-02
10,4.315000e-02
11,3.217500e-02
12,2.477500e-02
13,1.780000e-02
14,1.360000e-02
15,1.045000e-02
16,7.525000e-03
17,5.100000e-03
18,3.900000e-03
